vin,reported_odometer,ecu_ecm,ecu_tcm,ecu_abs,ecu_airbag,ecu_cluster,engine_hours,max_variance,avg_speed,is_tampered
MA3ERLF3800004904,133135,133256,133137,133273,132997,133247,2572.67,276,51.75,0
MA3ERLF3800004905,111933,111843,111806,111864,112040,111875,2102.66,234,53.23,0
MA3ERLF3800004906,165806,165827,165742,165827,165771,165844,4531.39,102,36.59,0
MA3ERLF3800004907,96016,96073,96196,96176,96187,96045,2317.19,151,41.44,0
MA3ERLF3800004908,29745,29694,29793,29554,29884,29774,745.0,330,39.93,0
MA3ERLF3800004909,153626,153729,153597,153739,153449,153548,3045.29,290,50.45,0
MA3ERLF3800004910,115819,115828,115938,115737,115829,115768,2318.21,201,49.96,0
MA3ERLF3800004911,138932,139131,139118,138945,138794,138748,4532.94,383,30.65,0
MA3ERLF3800004912,74276,161665,161707,74311,74323,74276,4724.75,87431,15.72,1
MA3ERLF3800004913,101714,155670,155587,155796,101577,101714,2843.0,54219,35.78,1
MA3ERLF3800004914,21422,21271,21290,21514,21575,21583,524.11,312,40.87,0
MA3ERLF3800004915,36295,36414,36330,36484,36124,36107,672.1,377,54.0,0
MA3ERLF3800004916,126166,126095,126216,126224,126043,126120,2629.37,181,47.98,0
MA3ERLF3800004917,114170,114175,114359,114270,114130,114047,2516.9,312,45.36,0
MA3ERLF3800004918,37222,168097,168222,37350,37100,37222,3917.84,131122,9.5,1
MA3ERLF3800004919,35815,161708,161873,35824,35734,35815,4724.5,126139,7.58,1
MA3ERLF3800004920,163635,163512,163761,163770,163653,163550,3860.61,258,42.39,0
MA3ERLF3800004921,172467,172520,172491,172435,172369,172462,3997.4,151,43.14,0
MA3ERLF3800004922,47884,47960,47699,48011,47940,47977,1163.6,312,41.15,0
MA3ERLF3800004923,160461,160463,160380,160349,160360,160301,3072.64,162,52.22,0
MA3ERLF3800004924,75938,75854,76022,75966,76042,75967,1417.1,188,53.59,0
MA3ERLF3800004925,18061,64450,64384,64632,64471,18061,1239.34,46571,14.57,1
MA3ERLF3800004926,61310,61503,61246,61219,61346,61386,1218.25,284,50.33,0
MA3ERLF3800004927,47296,121927,122119,121931,121991,47296,2456.71,74823,19.25,1
MA3ERLF3800004928,17277,33034,33182,32936,17345,17277,950.13,15905,18.18,1
MA3ERLF3800004929,19680,61731,61849,19815,19540,19680,1540.58,42309,12.77,1
MA3ERLF3800004930,62340,62251,62320,62142,62421,62471,1190.42,329,52.37,0
MA3ERLF3800004931,28793,133548,133563,133517,133517,28793,3295.96,104770,8.74,1
MA3ERLF3800004932,123846,123811,123817,123881,123659,123890,2619.08,231,47.29,0
MA3ERLF3800004933,173935,173788,173998,174018,173806,173915,4643.54,230,37.46,0
MA3ERLF3800004934,67876,67999,67760,68018,67853,68031,2251.92,271,30.14,0
MA3ERLF3800004935,24710,24734,24905,24623,24564,24553,801.57,352,30.83,0
MA3ERLF3800004936,129077,129145,129091,128950,129115,129148,3053.38,198,42.27,0
MA3ERLF3800004937,50143,102453,102532,50206,50020,50143,2887.2,52512,17.37,1
MA3ERLF3800004938,140279,140349,140368,140463,140144,140276,3872.72,319,36.22,0
MA3ERLF3800004939,135212,135286,135300,135258,135071,135064,4108.25,236,32.91,0
MA3ERLF3800004940,143496,143677,143650,143468,143612,143545,2952.31,209,48.6,0
MA3ERLF3800004941,172411,172259,172244,172325,172542,172283,5610.57,298,30.73,0
MA3ERLF3800004942,19341,19391,19373,19347,19336,19215,407.41,176,47.47,0
MA3ERLF3800004943,167131,167041,167295,166974,167173,167226,5267.78,321,31.73,0
MA3ERLF3800004944,83617,172200,172293,172329,83521,83617,5583.85,88808,14.97,1
MA3ERLF3800004945,132619,132804,132763,132505,132734,132774,2614.55,299,50.72,0
MA3ERLF3800004946,16107,74590,74642,74669,15981,16107,1528.15,58688,10.54,1
MA3ERLF3800004947,101875,101778,101676,102038,101764,101708,2698.83,362,37.75,0
MA3ERLF3800004948,78864,116332,116463,78799,78831,78864,3572.98,37664,22.07,1
MA3ERLF3800004949,29842,105440,105543,105431,105435,29842,2190.91,75701,13.62,1
MA3ERLF3800004950,24052,66111,66304,66292,24114,24052,1930.14,42252,12.46,1
MA3ERLF3800004951,114469,114342,114519,114451,114431,114530,2483.92,188,46.08,0
MA3ERLF3800004952,78724,78581,78900,78781,78645,78767,1755.16,319,44.85,0
MA3ERLF3800004953,25199,169012,169038,25074,25125,25199,4416.18,143964,5.71,1
MA3ERLF3800004954,38963,38982,39069,39047,39076,38968,916.01,108,42.54,0
MA3ERLF3800004955,86204,86248,86013,86297,86323,86106,2112.44,310,40.81,0
MA3ERLF3800004956,78553,129125,129137,128972,129048,78553,2362.53,50584,33.25,1
MA3ERLF3800004957,161509,161442,161608,161448,161535,161388,3075.91,220,52.51,0
MA3ERLF3800004958,16598,43092,43205,43205,43101,16598,896.17,26607,18.52,1
MA3ERLF3800004959,16578,49308,49501,49493,49298,16578,1432.33,32923,11.57,1
MA3ERLF3800004960,80832,80640,80846,80727,80788,80980,2539.81,340,31.83,0
MA3ERLF3800004961,18132,61517,61526,18281,18202,18132,1276.42,43394,14.21,1
MA3ERLF3800004962,79187,79046,79218,79319,79346,79215,2337.67,300,33.87,0
MA3ERLF3800004963,115009,115129,115205,114856,114878,115175,2376.02,349,48.4,0
MA3ERLF3800004964,106367,106429,106208,106490,106232,106519,2265.48,311,46.95,0
MA3ERLF3800004965,43615,43749,43715,43604,43531,43700,1391.14,218,31.35,0
MA3ERLF3800004966,162466,162416,162598,162638,162585,162590,4664.3,222,34.83,0
MA3ERLF3800004967,176925,176903,177069,176987,177106,176807,3615.59,299,48.93,0
MA3ERLF3800004968,55403,87114,87013,86982,55387,55403,2118.89,31727,26.15,1
MA3ERLF3800004969,45618,132422,132280,45537,45675,45618,4114.64,86885,11.09,1
MA3ERLF3800004970,23114,103547,103606,103602,23040,23114,2794.48,80566,8.27,1
MA3ERLF3800004971,138167,138108,138113,138190,138007,138100,3683.39,183,37.51,0
MA3ERLF3800004972,15363,56019,55865,55926,15480,15363,1437.19,40656,10.69,1
MA3ERLF3800004973,86139,139950,139940,140168,140149,86139,2833.13,54029,30.4,1
MA3ERLF3800004974,132827,132940,132952,132800,132659,132908,3108.7,293,42.73,0
MA3ERLF3800004975,18506,87649,87545,18520,18440,18506,1880.93,69209,9.84,1
MA3ERLF3800004976,161971,162039,162161,162146,162034,161811,3205.59,350,50.53,0
MA3ERLF3800004977,15004,15622,15662,14957,15126,15004,359.72,705,41.71,1
MA3ERLF3800004978,45154,45223,45136,44970,45162,45259,1261.11,289,35.8,0
MA3ERLF3800004979,15569,42424,42417,15495,15676,15569,1365.0,26929,11.41,1
MA3ERLF3800004980,45980,75988,76133,76085,76117,45980,1477.17,30153,31.13,1
MA3ERLF3800004981,163465,163440,163574,163552,163584,163297,3736.84,287,43.74,0
MA3ERLF3800004982,28680,28698,28683,28634,28719,28679,536.68,85,53.44,0
MA3ERLF3800004983,123078,122925,123249,123007,123271,123166,2913.99,346,42.24,0
MA3ERLF3800004984,113390,113289,113345,113406,113561,113293,2308.85,272,49.11,0
MA3ERLF3800004985,17887,44306,44521,44342,18021,17887,1222.96,26634,14.63,1
MA3ERLF3800004986,150119,150004,150272,149991,150202,150061,3291.83,281,45.6,0
MA3ERLF3800004987,45018,150773,150673,44966,44999,45018,3264.76,105807,13.79,1
MA3ERLF3800004988,33107,33113,33287,33016,33211,32943,979.69,344,33.79,0
MA3ERLF3800004989,77427,77579,77468,77264,77445,77359,1503.2,315,51.51,0
MA3ERLF3800004990,16833,31046,30847,30846,16853,16833,888.53,14213,18.94,1
MA3ERLF3800004991,139624,139800,139459,139562,139798,139615,2579.07,341,54.14,0
MA3ERLF3800004992,64338,120682,120491,120694,120511,64338,3084.72,56356,20.86,1
MA3ERLF3800004993,80789,80927,80621,80636,80600,80613,1587.07,327,50.9,0
MA3ERLF3800004994,44698,160843,160708,44584,44593,44698,3065.57,116259,14.58,1
MA3ERLF3800004995,97116,97146,97195,97125,96992,97234,3066.98,242,31.67,0
MA3ERLF3800004996,77297,77235,77211,77159,77306,77194,2105.03,147,36.72,0
MA3ERLF3800004997,148821,148819,148944,148929,148995,148863,3273.72,176,45.46,0
MA3ERLF3800004998,59588,149913,149963,149945,59443,59588,2858.89,90520,20.84,1
MA3ERLF3800004999,60761,60705,60723,60580,60892,60711,1301.17,312,46.7,0
MA3ERLF3800005000,148952,149108,149062,149051,149127,148912,3704.33,215,40.21,0
MA3ERLF3800005001,112795,112893,112881,112740,112624,112819,2137.22,269,52.78,0
MA3ERLF3800005002,61504,61597,61430,61602,61695,61549,1271.76,265,48.36,0
MA3ERLF3800005003,20299,47136,47330,20409,20356,20299,1227.64,27031,16.53,1
MA3ERLF3800005004,136487,136586,136627,136547,136453,136372,2503.7,255,54.51,0
MA3ERLF3800005005,162041,162196,161886,162212,161980,161883,4093.04,329,39.59,0
MA3ERLF3800005006,83262,83336,83309,83280,83112,83324,1743.81,224,47.75,0
MA3ERLF3800005007,27268,74851,74956,74956,74965,27268,2173.22,47697,12.55,1
MA3ERLF3800005008,92635,92805,92594,92744,92553,92761,2878.08,252,32.19,0
MA3ERLF3800005009,141034,141003,141221,141190,141210,141052,2851.35,218,49.46,0
MA3ERLF3800005010,79497,79356,79393,79547,79320,79590,1643.86,270,48.36,0
MA3ERLF3800005011,91669,91809,91475,91635,91854,91702,1897.99,379,48.3,0
MA3ERLF3800005012,71914,123295,123459,123291,123302,71914,2770.91,51545,25.95,1
MA3ERLF3800005013,140757,140931,140674,140784,140852,140565,2995.02,366,47.0,0
MA3ERLF3800005014,46261,46242,46129,46276,46105,46357,999.24,252,46.3,0
MA3ERLF3800005015,50673,50555,50861,50554,50750,50493,1390.45,368,36.44,0
MA3ERLF3800005016,137025,136873,137061,137029,136873,136885,2977.24,188,46.02,0
MA3ERLF3800005017,160697,160664,160553,160576,160731,160835,4937.29,282,32.55,0
MA3ERLF3800005018,37570,37595,37526,37373,37455,37446,950.25,222,39.54,0
MA3ERLF3800005019,159087,159163,158908,159250,159192,159257,5190.36,349,30.65,0
MA3ERLF3800005020,49842,49977,49820,49936,49914,49969,1095.33,157,45.5,0
MA3ERLF3800005021,57643,57659,57577,57629,57626,57748,1486.44,171,38.78,0
MA3ERLF3800005022,93302,120039,120213,120224,120010,93302,2708.8,26922,34.44,1
MA3ERLF3800005023,29646,29605,29802,29796,29581,29621,971.62,221,30.51,0
MA3ERLF3800005024,63587,110290,110291,63461,63631,63587,2275.82,46830,27.94,1
MA3ERLF3800005025,82880,139070,139109,139099,139080,82880,3026.69,56229,27.38,1
MA3ERLF3800005026,82573,140350,140428,140417,140307,82573,4336.97,57855,19.04,1
MA3ERLF3800005027,22913,23107,22925,22954,22783,22826,460.79,324,49.73,0
MA3ERLF3800005028,20417,20504,20482,20548,20576,20373,454.9,203,44.88,0
MA3ERLF3800005029,157001,157060,156977,157076,157064,157153,2984.91,176,52.6,0
MA3ERLF3800005030,160105,160020,160226,159980,159997,160025,3874.12,246,41.33,0
MA3ERLF3800005031,118529,146276,146535,118473,118643,118529,2873.56,28062,41.25,1
MA3ERLF3800005032,97528,97328,97361,97335,97545,97688,2397.58,360,40.68,0
MA3ERLF3800005033,101298,101388,101415,101111,101294,101459,2111.11,348,47.98,0
MA3ERLF3800005034,29658,60949,61011,61188,29660,29658,1133.64,31530,26.16,1
MA3ERLF3800005035,18526,56060,56131,55942,56136,18526,1765.16,37610,10.5,1
MA3ERLF3800005036,124663,124576,124472,124735,124845,124558,2871.89,373,43.41,0
MA3ERLF3800005037,101379,101281,101470,101258,101215,101567,2508.98,352,40.41,0
MA3ERLF3800005038,172273,172218,172458,172142,172437,172243,4892.24,316,35.21,0
MA3ERLF3800005039,151649,151466,151785,151768,151632,151618,4872.5,319,31.12,0
MA3ERLF3800005040,53545,53656,53374,53398,53645,53551,1413.25,282,37.89,0
MA3ERLF3800005041,173655,173694,173543,173473,173465,173485,5221.92,229,33.26,0
MA3ERLF3800005042,27045,26990,27212,27027,26957,27137,725.83,255,37.26,0
MA3ERLF3800005043,27654,67511,67475,67582,27798,27654,1385.47,39928,19.96,1
MA3ERLF3800005044,41222,98789,98760,98977,99013,41222,2710.13,57791,15.21,1
MA3ERLF3800005045,54545,54491,54555,54358,54452,54733,1251.52,375,43.58,0
MA3ERLF3800005046,18925,18895,18940,18819,18880,18925,564.82,121,33.51,1
MA3ERLF3800005047,19037,27851,28044,28000,28004,19037,535.28,9007,35.56,1
MA3ERLF3800005048,84134,84158,84267,84019,83999,84021,1844.24,268,45.62,0
MA3ERLF3800005049,63676,63601,63813,63811,63764,63579,1811.99,234,35.14,0
MA3ERLF3800005050,23358,23520,23338,23417,23168,23466,713.26,352,32.75,0
MA3ERLF3800005051,55610,55572,55568,55801,55459,55616,1133.58,342,49.06,0
MA3ERLF3800005052,64905,105777,105764,105945,65044,64905,1964.71,41040,33.04,1
MA3ERLF3800005053,19039,19200,19209,19069,18975,18861,365.78,348,52.05,0
MA3ERLF3800005054,18335,75174,75119,75255,18228,18335,1408.17,57027,13.02,1
MA3ERLF3800005055,64579,64748,64644,64772,64726,64598,1933.91,174,33.39,0
MA3ERLF3800005056,18089,19605,19607,19329,19363,18089,505.85,1518,35.76,1
MA3ERLF3800005057,100256,100250,100133,100172,100198,100153,2051.17,117,48.88,0
MA3ERLF3800005058,65534,65518,65404,65654,65536,65624,1227.49,250,53.39,0
MA3ERLF3800005059,107102,106903,107236,107224,107214,107079,2835.9,333,37.77,0
MA3ERLF3800005060,18358,18554,18753,18518,18753,18358,411.38,395,44.63,1
MA3ERLF3800005061,152967,152832,152905,153034,153143,152974,3077.24,311,49.71,0
MA3ERLF3800005062,156264,156400,156358,156253,156107,156157,3167.05,293,49.34,0
MA3ERLF3800005063,87990,87986,87973,87971,87982,88175,2009.95,204,43.78,0
MA3ERLF3800005064,64036,63928,63886,64205,63954,63965,1398.55,319,45.79,0
MA3ERLF3800005065,103306,103216,103183,103295,103380,103117,3131.08,263,32.99,0
MA3ERLF3800005066,83599,83467,83730,83532,83755,83720,2658.84,288,31.44,0
MA3ERLF3800005067,123400,123417,123276,123342,123230,123563,2293.02,333,53.82,0
MA3ERLF3800005068,114391,114381,114335,114571,114515,114307,2171.42,264,52.68,0
MA3ERLF3800005069,126680,126707,126640,126591,126736,126515,2617.75,221,48.39,0
MA3ERLF3800005070,15465,41540,41514,15553,15496,15465,756.79,26075,20.43,1
MA3ERLF3800005071,70602,70669,70605,70578,70783,70751,1304.13,205,54.14,0
MA3ERLF3800005072,29640,126340,126340,126163,126380,29640,3200.49,96740,9.26,1
MA3ERLF3800005073,40859,75898,76089,40962,40969,40859,2054.0,35230,19.89,1
MA3ERLF3800005074,136954,136899,136854,136774,137154,136979,3908.76,380,35.04,0
MA3ERLF3800005075,26118,55501,55672,25991,26127,26118,1040.92,29681,25.09,1
MA3ERLF3800005076,92899,92720,93059,93068,92800,93096,2220.22,376,41.84,0
MA3ERLF3800005077,64218,64273,64296,64306,64315,64028,1307.86,287,49.1,0
MA3ERLF3800005078,147725,147900,147843,147723,147684,147828,3076.05,216,48.02,0
MA3ERLF3800005079,26672,65512,65384,65396,26672,26672,2098.48,38840,12.71,1
MA3ERLF3800005080,26685,106955,106813,106954,26720,26685,2555.55,80270,10.44,1
MA3ERLF3800005081,70629,70550,70737,70812,70519,70820,2013.62,301,35.08,0
MA3ERLF3800005082,119232,119371,119163,119218,119237,119069,2569.93,302,46.4,0
MA3ERLF3800005083,127040,127010,126920,126961,127015,126922,2669.95,95,47.58,0
MA3ERLF3800005084,30922,123969,123745,124029,123839,30922,2828.35,93107,10.93,1
MA3ERLF3800005085,46098,45930,45929,46069,45976,46150,891.02,221,51.74,0
MA3ERLF3800005086,48582,78499,78561,48725,48589,48582,2609.97,29979,18.61,1
MA3ERLF3800005087,60344,110367,110265,110199,110403,60344,2155.19,50059,28.0,1
MA3ERLF3800005088,16273,49576,49525,16161,16351,16273,1444.2,33415,11.27,1
MA3ERLF3800005089,44644,44820,44606,44552,44828,44838,901.96,286,49.5,0
MA3ERLF3800005090,31649,57992,57764,31503,31733,31649,1711.25,26489,18.49,1
MA3ERLF3800005091,149136,149107,149099,149288,148976,149077,4556.2,312,32.73,0
MA3ERLF3800005092,67369,67415,67299,67235,67298,67531,1253.1,296,53.76,0
MA3ERLF3800005093,131853,131959,131846,131807,132003,132042,3855.51,235,34.2,0
MA3ERLF3800005094,112968,113042,112817,112882,112943,112985,2056.98,225,54.92,0
MA3ERLF3800005095,163438,163540,163610,163298,163281,163337,5082.04,329,32.16,0
MA3ERLF3800005096,74217,74403,74157,74280,74342,74321,2104.95,246,35.26,0
MA3ERLF3800005097,42232,42168,42127,42217,42036,42351,1019.51,315,41.42,0
MA3ERLF3800005098,138300,138322,138416,138353,138371,138162,3933.1,254,35.16,0
MA3ERLF3800005099,69674,69547,69702,69564,69852,69616,1849.87,305,37.66,0
MA3ERLF3800005100,99213,99062,99127,99187,99136,99154,2242.28,125,44.25,0
MA3ERLF3800005101,135000,134904,135178,135185,134996,135033,4394.94,281,30.72,0
MA3ERLF3800005102,102361,102439,102287,102233,102546,102198,2058.82,348,49.72,0
MA3ERLF3800005103,51706,51511,51787,51707,51750,51532,1258.69,276,41.08,0
MA3ERLF3800005104,25145,137637,137723,137680,137866,25145,2791.72,112721,9.01,1
MA3ERLF3800005105,174846,174930,174903,174799,174977,174908,4497.21,178,38.88,0
MA3ERLF3800005106,49930,116208,116083,49915,50054,49930,3596.54,66293,13.88,1
MA3ERLF3800005107,24779,81162,81123,81120,24927,24779,1635.09,56383,15.15,1
MA3ERLF3800005108,111838,111810,111927,111751,111955,111840,3504.41,204,31.91,0
MA3ERLF3800005109,82733,82543,82875,82758,82612,82722,1559.69,332,53.04,0
MA3ERLF3800005110,103439,103383,103400,103270,103472,103450,2484.6,202,41.63,0
MA3ERLF3800005111,163351,163244,163394,163354,163258,163272,3322.03,150,49.17,0
MA3ERLF3800005112,109233,150301,150173,109210,109181,109233,4966.87,41120,21.99,1
MA3ERLF3800005113,23071,23049,22997,23150,23035,23258,648.95,261,35.55,0
MA3ERLF3800005114,128467,128528,128575,128622,128613,128325,3194.33,297,40.22,0
MA3ERLF3800005115,115142,115010,115154,115109,115266,115309,2471.49,299,46.59,0
MA3ERLF3800005116,151654,151515,151810,151811,151803,151538,4932.21,296,30.75,0
MA3ERLF3800005117,18186,53044,52889,52853,53067,18186,1228.72,34881,14.8,1
MA3ERLF3800005118,88403,88521,88371,88512,88319,88389,2232.15,202,39.6,0
MA3ERLF3800005119,111011,111174,111032,110940,111152,111177,2107.18,237,52.68,0
MA3ERLF3800005120,109980,109819,110016,110071,109933,109982,2169.86,252,50.69,0
MA3ERLF3800005121,18329,34136,34002,34133,34215,18329,1049.02,15886,17.47,1
MA3ERLF3800005122,127934,128042,127990,127991,127965,127880,2520.45,162,50.76,0
MA3ERLF3800005123,27111,60982,61110,27060,27125,27111,1170.99,34050,23.15,1
MA3ERLF3800005124,111603,163800,164033,164077,164084,111603,4398.72,52481,25.37,1
MA3ERLF3800005125,16342,35584,35562,16403,16273,16342,675.1,19311,24.21,1
MA3ERLF3800005126,82132,81993,82152,82050,81958,82202,1757.68,244,46.73,0
MA3ERLF3800005127,64003,64139,63838,64059,64063,64105,2049.44,301,31.23,0
MA3ERLF3800005128,85905,86064,85837,85776,85866,86038,1844.85,288,46.56,0
MA3ERLF3800005129,43653,99307,99055,99130,43508,43653,2367.05,55799,18.44,1
MA3ERLF3800005130,102671,102716,102727,102625,102781,102791,2006.14,166,51.18,0
MA3ERLF3800005131,45445,45366,45459,45589,45406,45255,1416.31,334,32.09,0
MA3ERLF3800005132,22835,22769,22650,22985,22695,22651,522.11,335,43.74,0
MA3ERLF3800005133,29356,128428,128429,128442,128346,29356,2993.94,99086,9.81,1
MA3ERLF3800005134,18615,18528,18438,18483,18684,18512,481.69,246,38.65,0
MA3ERLF3800005135,75763,75634,75719,75619,75709,75805,1920.03,186,39.46,0
MA3ERLF3800005136,54263,54164,54079,54220,54241,54204,1171.54,162,46.32,0
MA3ERLF3800005137,79634,79444,79590,79644,79734,79780,2579.47,336,30.87,0
MA3ERLF3800005138,25300,124186,124121,124157,124183,25300,2570.39,98886,9.84,1
MA3ERLF3800005139,163251,163292,163091,163073,163170,163142,4941.12,219,33.04,0
MA3ERLF3800005140,26489,26534,26337,26447,26549,26508,873.88,212,30.31,0
MA3ERLF3800005141,48689,48733,48592,48624,48555,48744,1561.0,189,31.19,0
MA3ERLF3800005142,18213,21859,21816,18253,18301,18213,521.04,3646,34.96,1
MA3ERLF3800005143,19836,178714,178538,178527,19943,19836,4279.77,158878,4.63,1
MA3ERLF3800005144,82130,82197,82113,82210,82144,82207,2163.51,97,37.96,0
MA3ERLF3800005145,40284,40097,40474,40093,40283,40104,1328.0,381,30.33,0
MA3ERLF3800005146,78000,77973,77834,78073,77910,77892,2482.45,239,31.42,0
MA3ERLF3800005147,178659,178694,178848,178523,178490,178809,5182.1,358,34.48,0
MA3ERLF3800005148,55116,54934,55126,54973,55316,55109,1169.02,382,47.15,0
MA3ERLF3800005149,19562,147393,147142,19568,19531,19562,3591.91,127862,5.45,1
MA3ERLF3800005150,117287,117332,117214,117185,117228,117280,2995.79,147,39.15,0
MA3ERLF3800005151,31014,31192,31062,30926,30844,31156,945.93,348,32.79,0
MA3ERLF3800005152,176104,175954,175947,176138,175998,176116,4011.66,191,43.9,0
MA3ERLF3800005153,74890,74707,74823,74775,74995,74986,1928.87,288,38.83,0
MA3ERLF3800005154,34286,34215,34273,34460,34165,34355,921.19,295,37.22,0
MA3ERLF3800005155,55162,55219,55059,55338,55155,55337,1012.07,279,54.5,0
MA3ERLF3800005156,18766,18879,18961,18594,18935,18771,393.64,367,47.67,0
MA3ERLF3800005157,82013,81925,81955,82204,81922,81895,2700.79,309,30.37,0
MA3ERLF3800005158,79923,150297,150111,150335,150269,79923,3885.09,70412,20.57,1
MA3ERLF3800005159,142776,142595,142766,142970,142952,142622,3006.74,375,47.49,0
MA3ERLF3800005160,121191,121340,121023,121206,121188,121086,2479.36,317,48.88,0
MA3ERLF3800005161,73334,73333,73177,73503,73462,73420,2002.27,326,36.63,0
MA3ERLF3800005162,165910,166098,165826,165713,165739,165840,4308.38,385,38.51,0
MA3ERLF3800005163,141231,141425,141330,141247,141126,141338,3169.54,299,44.56,0
MA3ERLF3800005164,57938,155540,155636,155647,155515,57938,4339.14,97709,13.35,1
MA3ERLF3800005165,158125,158144,158242,157944,158237,157983,3749.34,298,42.17,0
MA3ERLF3800005166,33458,63548,63607,63649,63567,33458,1474.31,30191,22.69,1
MA3ERLF3800005167,160153,160187,160053,160301,160179,159956,4557.66,345,35.14,0
MA3ERLF3800005168,49050,49238,49107,49136,49184,49224,1187.09,131,41.32,0
MA3ERLF3800005169,16587,32648,32431,16558,16636,16587,630.93,16090,26.29,1
MA3ERLF3800005170,74676,119675,119720,119775,74638,74676,3890.48,45137,19.19,1
MA3ERLF3800005171,78465,78566,78312,78306,78288,78456,1754.83,278,44.71,0
MA3ERLF3800005172,156612,156651,156458,156761,156565,156680,4294.11,303,36.47,0
MA3ERLF3800005173,17703,27530,27387,17591,17644,17703,532.93,9939,33.22,1
MA3ERLF3800005174,131482,131665,131585,131387,131356,131471,4072.71,309,32.28,0
MA3ERLF3800005175,17128,50370,50269,17047,17121,17128,1051.49,33323,16.29,1
MA3ERLF3800005176,22199,106135,106157,106297,106105,22199,2325.09,84098,9.55,1
MA3ERLF3800005177,122019,121961,121945,121940,122037,122208,3594.44,268,33.95,0
MA3ERLF3800005178,38208,175660,175785,175569,175736,38208,3640.69,137577,10.49,1
MA3ERLF3800005179,164693,164810,164597,164628,164500,164529,3144.32,310,52.38,0
MA3ERLF3800005180,80942,80966,81077,80755,80864,80845,1923.42,322,42.08,0
MA3ERLF3800005181,15432,33559,33536,33482,33513,15432,1101.71,18127,14.01,1
MA3ERLF3800005182,37703,112946,112980,113000,37754,37703,2346.72,75297,16.07,1
MA3ERLF3800005183,17451,30445,30522,17394,17448,17451,834.58,13128,20.91,1
MA3ERLF3800005184,40560,73761,73837,73932,40633,40560,1756.34,33372,23.09,1
MA3ERLF3800005185,169410,169497,169568,169593,169403,169569,3731.42,190,45.4,0
MA3ERLF3800005186,160944,160828,160852,161082,160821,161080,3507.67,261,45.88,0
MA3ERLF3800005187,138431,138555,138323,138317,138380,138609,4450.28,292,31.11,0
MA3ERLF3800005188,15987,62471,62495,62327,62271,15987,1924.92,46508,8.31,1
MA3ERLF3800005189,37194,37200,37032,37254,37273,37310,759.67,278,48.96,0
MA3ERLF3800005190,106294,106375,106197,106432,106390,106104,2105.22,328,50.49,0
MA3ERLF3800005191,31355,31261,31432,31295,31460,31240,645.72,220,48.56,0
MA3ERLF3800005192,105636,105469,105658,105571,105745,105581,2131.36,276,49.56,0
MA3ERLF3800005193,28507,55591,55576,55375,55594,28507,1308.75,27087,21.78,1
MA3ERLF3800005194,106565,106690,106442,106417,106701,106722,2576.02,305,41.37,0
MA3ERLF3800005195,82635,82649,82503,82783,82447,82824,2278.2,377,36.27,0
MA3ERLF3800005196,116054,115957,116039,115904,116124,115854,2311.11,270,50.22,0
MA3ERLF3800005197,17405,17392,17542,17214,17546,17327,336.82,332,51.67,0
MA3ERLF3800005198,116982,116828,117119,117021,117161,117073,2246.0,333,52.08,0
MA3ERLF3800005199,26499,26453,26459,26664,26653,26373,630.19,291,42.05,0
MA3ERLF3800005200,36316,90401,90577,90463,90561,36316,2486.99,54261,14.6,1
MA3ERLF3800005201,38788,38932,38946,38662,38761,38714,1229.41,284,31.55,0
MA3ERLF3800005202,79702,79527,79517,79884,79819,79842,2054.44,367,38.8,0
MA3ERLF3800005203,21524,21696,21720,21633,21456,21390,505.73,330,42.56,0
MA3ERLF3800005204,127993,127837,127828,127811,127839,127962,2527.13,151,50.65,0
MA3ERLF3800005205,144716,144518,144707,144745,144712,144888,3480.66,370,41.58,0
MA3ERLF3800005206,112647,112833,112768,112542,112529,112664,2708.01,304,41.6,0
MA3ERLF3800005207,33823,33866,34016,33851,33954,33909,751.79,165,44.99,0
MA3ERLF3800005208,67901,67936,67972,67774,67771,67953,2239.58,201,30.32,0
MA3ERLF3800005209,178958,179074,179014,178914,178845,179102,3678.33,257,48.65,0
MA3ERLF3800005210,40008,81182,81116,81320,39952,40008,2549.23,41368,15.69,1
MA3ERLF3800005211,82381,82222,82506,82352,82303,82218,2638.35,288,31.22,0
MA3ERLF3800005212,16162,24631,24681,24705,16164,16162,518.37,8543,31.18,1
MA3ERLF3800005213,50559,50386,50744,50676,50595,50424,995.61,358,50.78,0
MA3ERLF3800005214,110660,110501,110789,110766,110798,110691,3480.56,297,31.79,0
MA3ERLF3800005215,131396,131590,131381,131225,131232,131571,2461.56,365,53.38,0
MA3ERLF3800005216,156306,156262,156396,156147,156494,156363,4185.47,347,37.34,0
MA3ERLF3800005217,103173,103125,103316,103138,103353,103195,3005.36,228,34.33,0
MA3ERLF3800005218,163007,162919,163061,163129,163042,163173,3947.27,254,41.3,0
MA3ERLF3800005219,31503,31341,31328,31603,31472,31555,1001.72,275,31.45,0
MA3ERLF3800005220,68266,68408,68211,68438,68337,68250,2268.87,227,30.09,0
MA3ERLF3800005221,48354,74770,74634,74805,48226,48354,2201.28,26579,21.97,1
MA3ERLF3800005222,27553,27712,27592,27546,27381,27727,557.8,346,49.4,0
MA3ERLF3800005223,63613,63540,63664,63763,63576,63535,1312.41,228,48.47,0
MA3ERLF3800005224,130408,130479,130325,130364,130405,130379,3994.58,154,32.65,0
MA3ERLF3800005225,61010,60911,61171,60919,61102,61068,1961.75,260,31.1,0
